"white_username","black_username","white_rating","black_rating","white_result","time_class","time_control","rules","rated","Event","FirstMove"
"MiLieyy06","1southern2",1424,1428,"loss","bullet","60","chess","True","Live Chess""","e4"
"pradeepramnani","77jose77",1210,1222,"loss","blitz","180","chess","True","Live Chess""","e4"
"VladislavBystrov","Abd-alhamedyousef11",1228,1297,"loss","blitz","600","chess","True","Live Chess""","e4"
"09Gladiator09","Dionx8",1066,1086,"loss","bullet","60","chess","True","Live Chess""","d3"
"benbamboo","09Gladiator09",985,1002,"loss","bullet","60","chess","True","Live Chess""","d4"
"23rdpsalm","Demirdjian",1456,1520,"loss","daily","1/259200","chess","True","WL2020R3: Team Australia vs Team Armenia - Board 76""","e4"
"bigredhippo123","7assoon131",1490,1475,"win","bullet","60","chess","True","Live Chess""","e4"
"6-45-45","yasonelite1",1640,1765,"loss","rapid","1800","chess","True","Live Chess""","e4"
"09Gladiator09","BIGBEAR27",1005,1025,"win","bullet","60","chess","True","Live Chess""","d3"
"saitzeybek","11Muhammad11",1149,1102,"win","blitz","600","chess","True","Live Chess""","e4"
"postman2000","365revolutions",1579,1519,"win","bullet","120+1","chess","True","Live Chess""","e4"
"AAAMASTER123","yaboris",1534,1582,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"21_Ashish","Derekw28",1197,1194,"loss","bullet","60","chess","True","Live Chess""","g3"
"omarl0","abdallahelazab",1518,1513,"win","rapid","900+10","chess","True","Live Chess""","e4"
"CraigTheOxide","AaroNh5",1684,1675,"win","bullet","60","chess","True","Live Chess""","d4"
"09Gladiator09","osama012012",1026,1021,"loss","bullet","60","chess","True","Live Chess""","e3"
"scaremeneer09","19ahmad96",960,975,"loss","blitz","180","chess","True","Live Chess""","e4"
"AaliSyed","ajax013",1641,1612,"win","bullet","60","chess","True","Live Chess""","e4"
"abdrelfreemalik","Checkmate_007",924,787,"win","rapid","1800","chess","True","Live Chess""","e4"
"newsbot","84miro",1533,1556,"win","blitz","180","chess","True","Live Chess""","e4"
"ic_zek","4thehellofit",1046,1099,"loss","blitz","300","chess","True","Live Chess""","e4"
"Deivivan83","abdillahjunaidi",1488,1471,"win","bullet","120+1","chess","True","Live Chess""","e4"
"abdo1612","jcubed99",1605,1419,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"aadi155","WaltzingType",873,839,"win","blitz","300","chess","True","Live Chess""","e4"
"9991andrew","jonathanjhunt",453,599,"loss","rapid","900+10","chess","True","Live Chess""","e4"
"13akandeel","ramyaru4",1198,1038,"win","bullet","60","chess","True","Live Chess""","e4"
"sernas","2good4u734",2214,2192,"loss","bullet","60","chess","True","Live Chess""","e4"
"ibrahimlelouch","abdo_001",1447,1455,"loss","bullet","60","chess","True","Live Chess""","e4"
"davo105","3_k14",1371,1808,"loss","bullet","60","chess","True","Live Chess""","e4"
"0scorpion0","ferg103",1186,1217,"loss","rapid","600","chess","True","Live Chess""","d4"
"Fluttist","1UnknownP",410,470,"loss","blitz","300","chess","True","Live Chess""","e4"
"101hotdog","Greeshmanth04",887,918,"loss","blitz","300","chess","True","Live Chess""","c4"
"kianoush59","Abd-alhamedyousef11",1313,1282,"win","blitz","600","chess","True","Live Chess""","e4"
"abdellhamid","IvanGorlovMoskva",1468,1639,"win","bullet","30","chess","True","Live Chess""","e4"
"Jevardh","960chess1",1910,1945,"loss","rapid","600","chess","True","Live Chess""","e4"
"Oskar34","68Roch",1661,1648,"loss","rapid","600","chess","True","Live Chess""","e4"
"1212353","IDONTNEEDMYQUEEN50",1730,1654,"win","blitz","180","chess","True","Live Chess""","d4"
"netcj","44mc44",1738,1797,"loss","blitz","300","chess","True","Live Chess""","e4"
"1nopnn1","AdiosGhost",936,955,"loss","rapid","1800","chess","True","Live Chess""","e4"
"AaliSyed","Julioceballos",1761,1645,"win","bullet","60","chess","True","Live Chess""","e4"
"antunmajstor","8MARTA",1676,1643,"win","rapid","1800","chess","True","Live Chess""","e4"
"18860102","Saffet13",1416,1167,"win","bullet","60","chess","True","Live Chess""","e4"
"3Angels","kup123",1728,1265,"win","daily","1/1209600","chess","True","Tortoise Tournament (D) - Round 2""","['e4']"
"davaa96","0419202",1624,1423,"win","blitz","300","chess","True","Live Chess""","e4"
"88YH","damianhnavarro",826,793,"win","rapid","600","chess","True","Live Chess""","d4"
"abdelhamed","USSR_Agent",1402,1424,"loss","blitz","180","chess","True","Live Chess""","d4"
"1rfv","abdulhatta",2023,974,"win","blitz","180+2","chess","True","Live Chess""","e4"
"yamanymn","51fun",776,727,"win","bullet","60","chess","True","Live Chess""","e3"
"aakashkhurana","stilltring",1039,230,"win","rapid","1800","chess","True","Live Chess""","Nf3"
"neeraj2-k","abdallaayash",1469,1429,"win","blitz","180","chess","True","Live Chess""","g3"
"TheGreatGarchy","4lh1n",743,840,"loss","blitz","180","chess","True","Live Chess""","e4"
"7assoon131","maru9",1413,1374,"win","bullet","60","chess","True","Live Chess""","e4"
"Sksk4","3dOJoda",908,1057,"win","bullet","60","kingofthehill","True","Live Chess - King of the Hill""","d4"
"Abd-alhamedyousef11","Jufa59",1322,1269,"win","blitz","600","chess","True","Live Chess""","e4"
"Annan_Kojo","1952topps",1474,1606,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"tillosgiannis","84miro",1705,1602,"win","blitz","180","chess","True","Live Chess""","d4"
"arzkhie12","A1iM_1988",1172,1095,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"abdallahshoukry","sulejman96",1653,1698,"win","blitz","180","chess","True","Live Chess""","e4"
"abdessattar2014","jtallen93",1441,1410,"loss","blitz","180+2","chess","True","Live Chess""","f4"
"izinho_foz","aa1001zz",1084,1101,"loss","blitz","180","chess","True","Live Chess""","e4"
"a3630","MarceloAffonso",1603,1629,"win","rapid","600","chess","True","Live Chess""","e4"
"aayushtyagi179","vishu129",1391,1333,"win","rapid","600","chess","True","Live Chess""","e4"
"masterkiller30909","AAAMASTER123",1572,1554,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"herisson","abdelhamed",1436,1475,"win","blitz","180","chess","True","Live Chess""","e4"
"DanLigiero","abbe77",739,798,"loss","blitz","300","chess","True","Live Chess""","e4"
"alecboming","1southern2",1247,1252,"win","bullet","60","chess","True","Live Chess""","e4"
"17Astros","Nakirs",1043,1185,"loss","bullet","30","chess","True","Live Chess""","d4"
"AnkurGautam94","aadi155",862,858,"loss","blitz","300","chess","True","Live Chess""","d4"
"FlintyG","283111",613,447,"win","blitz","600","chess","True","Live Chess""","e4"
"0marelsayed","factorialprime",1218,1275,"loss","blitz","180","chess","True","Live Chess""","e4"
"2980","Niklaud2",1995,1947,"win","blitz","180","chess","True","Live Chess""","e4"
"Aaryan1041","SAK1976",1419,1457,"loss","rapid","1800","chess","True","Live Chess""","e4"
"77jose77","cok5305",1183,1193,"win","blitz","180","chess","True","Live Chess""","e4"
"jaimevictor","abader91",1204,1195,"loss","bullet","60","chess","True","Live Chess""","d4"
"Albertill","7assoon131",1421,1437,"win","bullet","60","chess","True","Live Chess""","e3"
"210892","freddyluna2208",940,991,"win","blitz","600","chess","True","Live Chess""","e4"
"Jepuri","abdallahshoukry",1869,1825,"win","blitz","180","chess","True","Live Chess""","g4"
"RanChicheportiche","0419202",1590,1578,"loss","rapid","600","chess","True","Live Chess""","e4"
"1rajesh12","thedarkbright",1286,1258,"loss","blitz","180","chess","True","Live Chess""","d4"
"Sigalasxr","30cmwkolanie",593,591,"loss","rapid","600","chess","True","Live Chess""","e4"
"AaliSyed","DianaMex",1695,1828,"win","bullet","60","chess","True","Live Chess""","e4"
"-Amos-","Kinghal",1451,1880,"loss","daily","1/259200","chess","True","Besiktas J.K - Round 1""","No move found"
"1southern2","FedyaS",1358,1247,"loss","bullet","60","chess","True","Live Chess""","e4"
"claudiucc","2mateme",1615,1802,"win","blitz","180","chess","False","Live Chess""","d4"
"abdoelbnby","erpatilla",1452,1398,"win","rapid","600","chess","True","Live Chess""","e4"
"a1act","Orkes07",1104,1113,"loss","rapid","600","chess","True","Live Chess""","e4"
"moyenloic","1Corinthians13",1217,1292,"loss","blitz","180","chess","True","Live Chess""","e4"
"henryvanvaalen","84miro",1577,1610,"win","blitz","180","chess","True","Live Chess""","e4"
"1southern2","dangvanvinh",1408,1310,"win","bullet","60","chess","True","Live Chess""","e4"
"EchoZuluSieraEcho","Abat41",1621,1503,"loss","blitz","300","chess","True","Live Chess""","g3"
"Korneelia","9maxii",1176,1203,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"aledraogi","9922212",1348,1003,"win","daily","1/259200","chess","True","London - Oslo - Board 3""","e4"
"Chessismycigarette","1ArM-ArMeNiA1",1742,1739,"loss","blitz","180","chess","True","Live Chess""","e4"
"Abdu3","Camilla1980",823,804,"win","blitz","600","chess","True","Live Chess""","d4"
"gomya148","AbdoBaz",1186,1263,"loss","blitz","300","chess","True","Live Chess""","d4"
"Aaryaman147","hddlmsar",1208,1059,"win","blitz","180","chess","True","Live Chess""","e4"
"1cowboys","socmel",669,632,"loss","blitz","180","chess","True","Live Chess""","d4"
"25tadams","stevenm91",791,832,"loss","blitz","300","chess","True","Live Chess""","No move found"
"alexxuong","a2c4",899,891,"win","bullet","60","chess","True","Live Chess""","d4"
"litchy66","1WannabeGM",855,791,"win","blitz","180","chess","True","Live Chess""","e4"
"abbe77","nt_Shearn",754,731,"loss","blitz","300","chess","True","Live Chess""","d4"
"JWCRCB87","1-Leon",1711,592,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","d4"
"keydoe247","1cowboys",624,666,"loss","blitz","180","chess","True","Live Chess""","f4"
"9maxii","Marcelo3031",1239,1184,"win","blitz","180+2","chess","True","Live Chess""","e4"
"Stephen_Ritz","92114200",776,1024,"loss","blitz","600","chess","True","Live Chess""","e4"
"samh2410","AaliSyed",1804,1712,"loss","bullet","60","chess","True","Live Chess""","e4"
"Mmxrco","51fun",632,712,"loss","bullet","60","chess","True","Live Chess""","e4"
"21_Ashish","Greathien",1108,1091,"win","bullet","60","chess","True","Live Chess""","e4"
"aadi155","posi679",843,884,"loss","blitz","300","chess","True","Live Chess""","e4"
"dimas121212","2good4u734",2230,2193,"win","bullet","60","chess","True","Live Chess""","e4"
"aarat27","eumel23",1389,1357,"win","daily","1/86400","chess","True","Let's Play!""","e4"
"000sergei2","vannas",1461,1460,"win","rapid","600","chess","True","Live Chess""","d4"
"Pretoh540","210892",668,792,"loss","blitz","600","chess","True","Live Chess""","e4"
"01KURA_50DACH1","BangNico",1262,1231,"win","bullet","60","chess","True","Live Chess""","b3"
"1southern2","nubegris",1396,1324,"win","bullet","60","chess","True","Live Chess""","e4"
"whynotremember","4thehellofit",1112,1115,"loss","blitz","300","chess","True","Live Chess""","d4"
"wolfgeorge","30ahul303",1439,1180,"win","blitz","180+2","chess","True","Live Chess""","d4"
"3141516","Chesus",2096,2080,"win","blitz","300","chess","True","Live Chess""","e4"
"21Killjoy","hethman",764,676,"win","blitz","300+5","chess","True","Live Chess""","e4"
"bombguy691","21_Ashish",1135,1149,"loss","bullet","60","chess","True","Live Chess""","e4"
"VAKGyula","aaronatx",962,1048,"loss","rapid","900+10","chess","True","Live Chess""","d4"
"12345yoe","AaliSyed",1559,1717,"win","bullet","60","chess","True","Live Chess""","e4"
"stefan_enev","1King_of_chess",1879,1876,"win","blitz","180+2","chess","True","Live Chess""","e4"
"maurovelazquez32","abbastemi",1515,1397,"win","blitz","180+2","chess","True","Live Chess""","e4"
"patcher221","aahana",1908,1425,"win","bullet","60","chess","True","Live Chess""","e4"
"Kenshin_XXX","AaliSyed",1565,1791,"loss","bullet","60","chess","True","Live Chess""","c4"
"2good4u734","djangoreinhardt",2242,2288,"loss","bullet","60","chess","True","Live Chess""","e4"
"7Nemo","AngryQuee_n",1227,1237,"win","blitz","180","chess","True","Live Chess""","e4"
"nuser74","abdillahjunaidi",1477,1491,"win","bullet","120+1","chess","True","Live Chess""","e4"
"CaleJale","aadipatel5",671,666,"loss","bullet","60","chess","True","Live Chess""","e4"
"A1983Z","Andrey131704",1085,1224,"loss","daily","1/604800","chess","True","Domino Open - Round 1""","No move found"
"aadilkhan344","Chandrasm",1371,1184,"win","blitz","600","chess","True","Live Chess""","h4"
"2Ke21-0","CeerraiasotegoirSP",2385,2456,"win","blitz","300","chess","True","Live Chess""","Nf3"
"coricc","13044",1681,873,"win","daily","1/259200","chess","False","In House Sparring - Round 2 - Round 1""","d4"
"dmatthews12","4LordsChess",1084,596,"win","blitz","600","chess","True","Live Chess""","e4"
"diegolara5","1g61-0",1122,1114,"win","bullet","60","chess","True","Live Chess""","e4"
"1southern2","skattlepad",1323,1288,"loss","bullet","60","chess","True","Live Chess""","e4"
"Umbi626","013abhay",499,502,"win","rapid","600","chess","True","Live Chess""","e3"
"2525pc","RafaelZepeda",1667,1695,"win","blitz","180+2","chess","True","Live Chess""","d4"
"Stassiak","10nq1a0325",516,563,"win","bullet","60","chess","True","Live Chess""","e4"
"solokon444","ABDELHEDI_A",1552,1542,"win","bullet","60","chess","True","Live Chess""","e4"
"boboin","456732506",1640,1588,"win","blitz","300","chess","True","Live Chess""","e4"
"3rnestScribbler","Luxeminuslan",480,463,"win","blitz","180+2","chess","True","Live Chess""","g3"
"Marcos_Prieto","AaliSyed",1314,1592,"loss","bullet","60","chess","True","Live Chess""","e4"
"abdi131","Abdurrahim13",238,562,"loss","rapid","2700+45","crazyhouse","True","Live Chess - Crazyhouse""","d4"
"myc613","1977vlog1977",2053,1800,"win","blitz","180","chess","False","Live Chess""","e4"
"589amf","atijerinag",1349,1286,"win","bullet","60+1","chess","True","Live Chess""","e4"
"4ldy27","SebastianSchjerven",1756,1684,"win","bullet","60","chess","True","Live Chess""","e4"
"Skippy9191","021artinradfar021",1316,1414,"loss","blitz","300","chess","True","Live Chess""","e4"
"2qwerty2","rebeenrebwar",939,965,"loss","blitz","600","chess","True","Live Chess""","d4"
"11brose","xia_9904",1212,1630,"loss","blitz","300","chess","True","Live Chess""","e4"
"AAAMASTER123","VSYVR7",1461,1406,"win","bullet","120+1","chess","True","Live Chess""","e4"
"21_Ashish","Gapkolino",1223,1199,"win","bullet","60","chess","True","Live Chess""","g3"
"brunovskyz","4thehellofit",1081,1090,"win","blitz","300","chess","True","Live Chess""","g4"
"7assoon131","RocketmanGandalf",1300,1280,"loss","bullet","60","chess","True","Live Chess""","e4"
"julp44","AbdoBaz",1064,1100,"loss","blitz","300","chess","True","Live Chess""","d4"
"the_king_maker","69chuy1",1550,1569,"loss","rapid","600","chess","True","Live Chess""","e4"
"2980","BLOODY64",2001,1669,"win","blitz","180+2","chess","False","Live Chess""","e4"
"abader91","Bass_guy33",1227,1357,"loss","bullet","60","chess","True","Live Chess""","d4"
"51fun","awoawoawoawo",568,197,"win","bullet","60","chess","True","Live Chess""","e4"
"7assoon131","cinkzera777",1304,1200,"win","bullet","60","chess","True","Live Chess""","e4"
"a7medabdelmo3ty","DBWally",1518,1572,"loss","blitz","600","chess","True","Live Chess""","e4"
"abderrahmanearab","MajOod9",801,794,"win","blitz","180+2","chess","True","Live Chess""","e4"
"jankojurko34","4ever11",1845,1850,"win","blitz","300","chess","True","Live Chess""","c3"
"dtr77","Abby43876",1701,1681,"win","blitz","300","chess","True","Live Chess""","e4"
"1plus1equals3duh","marlenecolasso",883,971,"loss","bullet","60","chess","True","Live Chess""","e4"
"abderahmanebencheikh","subhasisjaimaatadi",138,310,"win","blitz","600","chess","True","Live Chess""","e4"
"1Ilikechess1","aespinos",1438,1453,"loss","bullet","60","chess","True","Live Chess""","e4"
"Lipton525","abdulkadirbakari",1379,1374,"loss","rapid","600","chess","True","Live Chess""","e4"
"AAnthlogiKK","abdallaayash",1353,1339,"win","blitz","180","chess","True","Live Chess""","e4"
"18860102","mihir94110",1410,1256,"win","bullet","60","chess","True","Live Chess""","e4"
"Sputnik20","9thknight",1690,1644,"win","rapid","600","chess","True","Live Chess""","e4"
"2202kerg","V1CT0",1675,1644,"win","blitz","180+2","chess","True","Live Chess""","e3"
"abdou_zer","luchin24",1499,1352,"win","blitz","300","chess","True","Live Chess""","d4"
"Yatex","abdullahnasib",759,736,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"justgotyou2","aaapadana",1587,1559,"win","blitz","300","chess","True","Live Chess""","e4"
"Squicc","aaronsim",827,902,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"ag13","1abhishekkumarvirgo1",1647,1201,"win","blitz","300","chess","True","Live Chess""","e4"
"krenbedak","abdellhamid",1524,1493,"loss","bullet","30","chess","True","Live Chess""","e4"
"abdelhak28","logistikal",1428,1323,"loss","rapid","1800","chess","True","Live Chess""","d4"
"abdallahshoukry","E4f4c4d4e4f4c4d4",1740,1822,"loss","blitz","180","chess","True","Live Chess""","e4"
"10803","a11557515",1230,1206,"win","rapid","600","chess","True","Live Chess""","e4"
"20hp1","jugah39",1091,1339,"loss","blitz","300","chess","True","Live Chess""","e4"
"steveparty","7assoon131",1203,1264,"loss","bullet","60","chess","True","Live Chess""","e4"
"1969CHESSMAN","whamilton02",1077,1097,"win","rapid","600","chess","True","Live Chess""","Nf3"
"51fun","fixcher",666,777,"win","bullet","60","chess","True","Live Chess""","e4"
"abdessattar2014","sudin68",1496,1448,"win","blitz","180+2","chess","True","Live Chess""","e4"
"WonwonGroup","22Yossarian22",1697,1687,"win","blitz","300","chess","True","Live Chess""","e4"
"1586234","koketyadete8",689,410,"win","blitz","180","kingofthehill","True","Live Chess - King of the Hill""","d4"
